"","code","license","publisher","datasetName","year","month","day","scientificName","family","FID","date","depth","mlotst","to","so","zo","prouct_type","bathy","slope","FID.1","lon","lat"
"97",313,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1957.64208984375,1.12685251235962,0,-553.356944007727,4276.42651694329
"98",314,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.5,22.857,36.276,0.254,"Reanalysis",2171.9287109375,0.978676497936249,0,-546.733282380015,4272.16162621671
"99",315,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1957.64208984375,1.12685251235962,0,-554.093285629629,4277.65713262926
"100",316,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1957.64208984375,1.12685251235962,0,-546.443882561918,4274.39198224799
"101",317,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1957.64208984375,1.12685251235962,0,-554.239202765526,4276.54188806718
"102",318,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1957.64208984375,1.12685251235962,0,-552.919477224517,4279.77220356264
"103",319,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1484.63146972656,1.09248304367065,0,-543.978903537287,4293.34897752961
"104",320,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-541.62813084752,4290.77534735381
"105",321,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1484.63146972656,1.09248304367065,0,-543.098736209011,4293.2343624958
"106",322,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-539.878991583165,4297.35117722653
"107",323,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-540.168696574135,4295.12116030159
"108",324,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-541.928488744252,4295.34992537475
"109",325,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1484.63146972656,1.09248304367065,0,-545.585648749438,4287.88825263218
"110",326,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1745.97924804688,0.830173313617706,0,-542.207171200833,4286.31510039143
"111",327,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-542.798374026216,4288.65961565467
"112",328,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1484.63146972656,1.09248304367065,0,-545.440397461777,4289.00335344704
"113",329,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-538.27518473311,4302.81181461485
"114",330,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-539.154181810216,4302.92610868308
"115",331,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-538.709783455244,4299.46690109788
"116",332,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-536.083093746209,4305.92833109148
"117",334,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-538.130256027652,4303.92677314334
"118",335,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-534.91518508568,4308.04413185639
"119",336,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-540.758630410915,4297.46552741626
"120",337,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-538.999359726472,4297.23692714787
"121",338,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.838,36.264,0.251,"Reanalysis",1432.92492675781,0.762385785579681,0,-538.854587215099,4298.35191728313
"122",339,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-537.540965043079,4301.5826645922
"123",340,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,4,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12,22.927,36.231,0.261,"Reanalysis",641.667236328125,0.71618115901947,0,-546.028704815573,4332.18031913533
"124",341,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,4,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12,22.927,36.231,0.261,"Reanalysis",641.667236328125,0.71618115901947,0,-545.300020854735,4330.94969819607
"125",342,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,4,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12,22.927,36.231,0.261,"Reanalysis",641.667236328125,0.71618115901947,0,-543.547998821246,4330.71859058597
"126",343,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,11.8999999999996,23.021,36.25,0.268,"Reanalysis",1401.35766601562,0.597582697868347,0,-608.772284482984,4311.15690059666
"127",344,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,4,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",867.535034179688,1.12841331958771,0,-541.213062877184,4328.14293122779
"128",345,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,4,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",867.535034179688,1.12841331958771,0,-541.942670362854,4329.37300385272
"129",346,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-534.336184880259,4312.50369773255
"130",347,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-534.191357043971,4313.61857349347
"131",348,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1228.60717773438,1.18208146095276,0,-535.793526223554,4308.15816909864
"132",349,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1244.15710449219,1.43863344192505,0,-532.886507402424,4323.65217250984
"133",350,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1244.15710449219,1.43863344192505,0,-534.343820145767,4319.30698130327
"134",351,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,5,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.2999999999997,22.674,36.243,0.253,"Reanalysis",1244.15710449219,1.43863344192505,0,-533.90160806326,4315.84830616269
"135",352,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,4,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12,22.927,36.231,0.261,"Reanalysis",641.667236328125,0.71618115901947,0,-543.9826678577,4334.17877347687
"136",353,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.0999999999999,23.097,36.26,0.278,"Reanalysis",1103.12707519531,0.422465622425079,0,-613.482198103715,4309.53805793714
"137",354,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,12.0999999999999,23.097,36.26,0.278,"Reanalysis",1103.12707519531,0.422465622425079,0,-610.686998062264,4310.28594366123
"138",355,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,11.8999999999996,23.288,36.246,0.266,"Reanalysis",1401.35766601562,0.597582697868347,0,-617.569546148605,4312.38471363417
"139",356,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,11.8999999999996,23.021,36.25,0.268,"Reanalysis",1401.35766601562,0.597582697868347,0,-615.810035163911,4312.1383432117
"140",357,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,11.8999999999996,23.288,36.246,0.266,"Reanalysis",949.75830078125,0.57901406288147,0,-619.015784835536,4314.86307512968
"141",358,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",1993,8,3,"Physeter macrocephalus","Physeteridae",0,"1993-08-01",0,11.8999999999996,23.288,36.246,0.266,"Reanalysis",1401.35766601562,0.597582697868347,0,-617.413168372005,4313.50049233073
"142",378,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,14,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-652.906861187381,4328.81333856976
"143",380,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,11,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.780072494375,4328.11981108649
"144",385,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,13,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.999908605504,4331.90579259006
"145",387,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,10,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1437.36767578125,0.948170244693756,0,-660.752620768794,4324.25668829697
"146",388,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-664.495487123665,4329.36492676515
"147",389,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.452847544345,4330.35224729926
"148",390,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-656.909760239672,4325.97624346804
"149",392,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-655.705726184754,4328.08056587416
"150",393,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.826791066685,4327.95268843627
"151",394,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-655.868160317513,4326.96442881702
"152",395,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-656.747231809764,4327.09239834144
"153",397,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,8,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-662.900941238978,4327.9910288958
"154",398,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,8,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-661.85848049065,4328.97855168311
"155",399,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,8,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.881005967594,4321.29357387086
"156",400,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-666.74537101779,4326.27424011097
"157",401,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-666.417511221176,4328.50676748988
"158",402,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,9,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-665.374504291351,4329.49392174041
"159",403,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,6,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.452847544345,4330.35224729926
"160",404,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,7,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.780072494375,4328.11981108649
"161",406,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,7,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,14.5999999999999,22.728,36.229,0.28,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.61647743728,4329.23603343766
"162",407,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,7,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.058556395643,4329.7092576409
"163",408,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,7,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,15.7999999999997,22.608,36.228,0.276,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.342576177433,4328.46480747623
"173",424,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,20,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,18.3999999999996,21.995,36.244,0.267,"Reanalysis",1789.96301269531,0.983294486999512,0,-502.701249557642,4301.66588320505
"174",425,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,20,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,18.3999999999996,21.995,36.244,0.267,"Reanalysis",1789.96301269531,0.983294486999512,0,-500.624225311526,4296.87717674009
"175",426,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,20,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,17.0999999999999,22.168,36.255,0.261,"Reanalysis",2905.06005859375,0.556192398071289,0,-491.812638972033,4274.28015355168
"176",427,"CC_BY_NC_4_0","OBIS-SEAMAP","Visual sightings from Song of the Whale 1993-2013",2008,7,20,"Physeter macrocephalus","Physeteridae",0,"2008-07-01",0,16.1999999999998,22.499,36.283,0.258,"Reanalysis",2850.66381835938,1.15479457378387,0,-484.902209139187,4257.59671358173
